CG_ID,label,description
15036,Rehab,Rehabilitation
15037,Rehab,Rehabilitation
15038,RNs,RN
15039,RN,RN
15040,UC,PCT/NA
15041,Rehab,Rehabilitation
15042,RO,Read Only
15043,Res,Resident/Fellow/PA/NP
15044,Res,Resident/Fellow/PA/NP
15045,MD,Read Only
15046,RN,RN
15047,RN,RN
15048,RN,Not Specified
15049,NP,Not Specified
15050,MD,Not Specified
15051,RO,Read Only
15052,MD,Resident/Fellow/PA/NP
15053,RN,RN
15054,RO,Read Only
15055,RN,RN
15056,Np,Not Specified
15057,RO,Read Only
15058,MDs,Resident/Fellow/PA/NP
15059,MDs,Resident/Fellow/PA/NP
15060,MD,Not Specified
15061,RRT,Not Specified
15062,RN,RN
15063,RO,Read Only
15064,RN,Not Specified
15065,RN,RN
15066,MD,Not Specified
15067,RN,Not Specified
15068,RN,Not Specified
15069,Studen,Not Specified
15070,RN,RN
15071,Admin,Administrator
15072,RN,RN
15073,MD,Not Specified
15074,SW,Social Worker
15075,RN,RN
15076,RO,Read Only
15077,RO,Read Only
15078,Res,Resident/Fellow/PA/NP
15079,MD,Attending
15080,Studen,Not Specified
15081,Rehab,Rehabilitation
15082,RO,Read Only
15083,RN,RN
15084,CM,Case Manager
15085,MD,Attending
15086,Res,Resident/Fellow/PA/NP
15087,RO,Read Only
15088,Res,Resident/Fellow/PA/NP
15089,RN,RN
15090,MS,Not Specified
15091,Res,Resident/Fellow/PA/NP
15092,Res,Resident/Fellow/PA/NP
15093,Res,Resident/Fellow/PA/NP
15094,MD,Not Specified
15095,RO,Read Only
15096,MD,Not Specified
15097,Res,Resident/Fellow/PA/NP
15098,RO,Read Only
15099,RO,Read Only
15100,RN,Not Specified
15101,MD,Not Specified
15102,CoWker,PCT/NA
15103,Med St,Resident/Fellow/PA/NP
15104,RN,Not Specified
15105,Co-Wkr,Not Specified
15106,MD,Resident/Fellow/PA/NP
15107,RO,Read Only
15108,SW,Social Worker
15109,MD,Not Specified
15110,MD,Not Specified
15111,MD,Attending
15112,RO,Read Only
15113,PCT,PCT/NA
15114,RO,Read Only
15115,CoOpst,Not Specified
15116,MDs,Resident/Fellow/PA/NP
15117,MD,Not Specified
15118,Res,Resident/Fellow/PA/NP
15119,Res,Resident/Fellow/PA/NP
15120,MD,Resident/Fellow/PA/NP
15121,Res,Resident/Fellow/PA/NP
15122,RT,Respiratory
15123,Res,Resident/Fellow/PA/NP
15124,Res,Resident/Fellow/PA/NP
15125,Res,Resident/Fellow/PA/NP
15126,SW,Social Worker
15127,Res,Resident/Fellow/PA/NP
15128,Res,Resident/Fellow/PA/NP
15129,Res,Resident/Fellow/PA/NP
15130,Rehab,Rehabilitation
15131,CM,Case Manager
15132,CM,Case Manager
15133,pct,Read Only
15134,Res,Resident/Fellow/PA/NP
15135,Res,Resident/Fellow/PA/NP
15136,Res,Resident/Fellow/PA/NP
15137,Res,Resident/Fellow/PA/NP
15138,Res,Resident/Fellow/PA/NP
15139,Res,Resident/Fellow/PA/NP
15140,Rehab,Rehabilitation
15141,Res,Resident/Fellow/PA/NP
15142,Res,Resident/Fellow/PA/NP
15143,MDS,Read Only
15144,Res,Resident/Fellow/PA/NP
15145,RPH,Pharmacist
15146,Res,Resident/Fellow/PA/NP
15147,MS,Not Specified
15148,RO,Read Only
15149,MDs,Resident/Fellow/PA/NP
15150,RN,Not Specified
15151,MD,Not Specified
15152,Res,Resident/Fellow/PA/NP
15153,RPh,Not Specified
15154,RO,Read Only
15155,MD,Not Specified
15156,RN,Not Specified
15157,RN,Not Specified
15158,MD,Not Specified
15159,RO,Read Only
15160,RO,Read Only
15161,RN,Not Specified
15162,RRT,Not Specified
15163,UCO,Not Specified
15164,RN,Read Only
15165,MDs,Resident/Fellow/PA/NP
15166,Res,Resident/Fellow/PA/NP
15167,MD,Not Specified
15168,RO,Read Only
15169,MS,Not Specified
15170,MD,Not Specified
15171,Res,Resident/Fellow/PA/NP
15172,Res,Resident/Fellow/PA/NP
15173,RD,Dietitian
15174,Res,Resident/Fellow/PA/NP
15175,MD,Not Specified
15176,RPH,Pharmacist
15177,PCT,PCT/NA
15178,Res,Resident/Fellow/PA/NP
15179,RPH,Pharmacist
15180,RO,Read Only
15181,Res,Resident/Fellow/PA/NP
15182,Res,Resident/Fellow/PA/NP
15183,Res,Resident/Fellow/PA/NP
15184,RPH,Pharmacist
15185,Res,Resident/Fellow/PA/NP
15186,Res,Resident/Fellow/PA/NP
15187,Res,Resident/Fellow/PA/NP
15188,RPh,Not Specified
15189,RN,Not Specified
15190,RPh,Not Specified
15191,RRT,Not Specified
15192,MD,Not Specified
15193,Rehab,Rehabilitation
15194,MSIV,Not Specified
15195,RO,Read Only
15196,RO,Read Only
15197,RA,Research Assistant
15198,DI,Not Specified
15199,MS,Not Specified
15200,PharmD,Pharmacist
15201,MD,Not Specified
15202,MD,Not Specified
15203,SRT,Respiratory
15204,DI,Dietitian
15205,RO,Read Only
15206,MDs,Not Specified
15207,NP,Read Only
15208,RO,Read Only
15209,RO,Read Only
15210,RO,Read Only
15211,RO,Read Only
15212,RN,RN
15213,RO,Read Only
15214,RO,Read Only
15215,MD,Not Specified
15216,RN,RN
15217,RN,RN
15218,RN,RN
15219,RO,Read Only
15220,MDs,Not Specified
15221,RO,Read Only
15222,RN,RN
15223,RS,Read Only
15224,RN,Not Specified
15225,RN,RN
15226,RN,Read Only
15227,MDs,Not Specified
15228,RO,Read Only
15229,RN,Not Specified
15230,RO,Read Only
15231,SRT,Not Specified
15232,RO,Read Only
15233,RO,Read Only
15234,MD,Resident/Fellow/PA/NP
15235,MDs,Resident/Fellow/PA/NP
15236,RPH,Not Specified
15237,MDs,Resident/Fellow/PA/NP
15238,RO,Read Only
15239,RD,Dietitian
15240,RO,Read Only
15241,RN,Not Specified
15242,RN,Not Specified
15243,RO,Read Only
15244,RN,Not Specified
15245,RO,Read Only
15246,MS,Not Specified
15247,RO,Read Only
15248,MDs,Not Specified
15249,RO,Read Only
15250,Res,Not Specified
15251,MD,Attending
15252,MD,Attending
15253,MD,Not Specified
15254,Med St,Not Specified
15255,RN,Not Specified
15256,UA,Not Specified
15257,MD,Not Specified
15258,MD,Not Specified
15259,MD,Not Specified
15260,MD,Not Specified
15261,MD,Not Specified
15262,RN,Not Specified
15263,MD,Not Specified
15264,MD,Not Specified
15265,MD,Not Specified
15266,RPh,Pharmacist
15267,MD,Not Specified
15268,Nurse,UCO
15269,MD,Not Specified
15270,MD,Not Specified
15271,RO,Read Only
15272,RO,Read Only
15273,RO,Read Only
15274,MD,Not Specified
15275,RRT,Not Specified
15276,MD,Not Specified
15277,RPh,Not Specified
15278,RT,Not Specified
15279,RO,Read Only
15280,RN,Not Specified
15281,RPh,Not Specified
15282,MD,Not Specified
15283,RN,Not Specified
15284,MD,Not Specified
15285,RN,RN
15286,RN,RN
15287,RO,Read Only
15288,Rehab,Rehabilitation
15289,RO,Read Only
15290,Res,Resident/Fellow/PA/NP
15291,RO,Read Only
15292,UCO,UCO
15293,MD,Not Specified
15294,MD,Not Specified
15295,Res,Resident/Fellow/PA/NP
15296,MD,Not Specified
15297,MD,Not Specified
15298,RO,Read Only
15299,UA,Not Specified
15300,RN,Not Specified
15301,RN,Not Specified
15302,RO,Read Only
15303,RO,Read Only
15304,RO,Read Only
15305,MD,Not Specified
15306,MD,Not Specified
15307,MDs,Not Specified
15308,RN,RN
15309,Res,Resident/Fellow/PA/NP
15310,RO,Read Only
15311,RO,Read Only
15312,RN,Not Specified
15313,RO,Read Only
15314,RN,Not Specified
15315,RO,Read Only
15316,RO,Read Only
15317,RN,Not Specified
15318,RD,LDN,Dietitian
15319,RO,Read Only
15320,RN,Not Specified
15321,MD,Not Specified
15322,RO,Read Only
15323,RN,RN
15324,Res,Resident/Fellow/PA/NP
15325,RO,Read Only
15326,MDs,Resident/Fellow/PA/NP
15327,MD,Resident/Fellow/PA/NP
15328,MD,Not Specified
15329,RO,Read Only
15330,Not Specified,Not Specified
15331,Not Specified,Not Specified
15332,SW,Social Worker
15333,RRT,Not Specified
15334,PCT,PCT/NA
15335,RN,RN
15336,Res,Resident/Fellow/PA/NP
15337,Admin,Administrator
15338,MD,Not Specified
15339,MD,Attending
15340,Res,Resident/Fellow/PA/NP
15341,Res,Resident/Fellow/PA/NP
15342,Res,Resident/Fellow/PA/NP
15343,Rehab,Rehabilitation
15344,Res,Resident/Fellow/PA/NP
15345,Res,Resident/Fellow/PA/NP
15346,Res,Resident/Fellow/PA/NP
15347,MD,Not Specified
15348,MD,Not Specified
15349,Res,Resident/Fellow/PA/NP
15350,3874,Resident/Fellow/PA/NP
15351,RN,RN
15352,RN,RN
15353,RO,Read Only
15354,PCA,Not Specified
15355,RN,RN
15356,RNC,Not Specified
15357,PA,Not Specified
15358,RO,Read Only
15359,RO,Read Only
15360,SW,Social Worker
15361,RO,Read Only
15362,RO,Read Only
15363,Res,Resident/Fellow/PA/NP
15364,PC,Pastoral Care
15365,RO,Read Only
15366,Res,Resident/Fellow/PA/NP
15367,MD,Attending
15368,Res,Resident/Fellow/PA/NP
15369,RN,RN
15370,CCRN,Not Specified
15371,MD,Resident/Fellow/PA/NP
15372,RN,RN
15373,SW,Social Worker
15374,RO,Read Only
15375,RPH,Pharmacist
15376,SW,Social Worker
15377,Res,Resident/Fellow/PA/NP
15378,Res,Resident/Fellow/PA/NP
15379,CM,Case Manager
15380,Res,Resident/Fellow/PA/NP
15381,Res,Resident/Fellow/PA/NP
15382,Admin,Administrator
15383,PCT,PCT/NA
15384,Res,Resident/Fellow/PA/NP
15385,MD,Resident/Fellow/PA/NP
15386,Rehab,Rehabilitation
15387,Admin,Administrator
15388,MD,Not Specified
15389,MD,Read Only
15390,MD,Not Specified
15391,RO,Read Only
15392,RN,Not Specified
15393,RN,Not Specified
15394,RT,Respiratory
15395,Res,Resident/Fellow/PA/NP
15396,MD,Not Specified
15397,Res,Resident/Fellow/PA/NP
15398,Res,Resident/Fellow/PA/NP
15399,Rehab,Rehabilitation
15400,Rehab,Rehabilitation
15401,RO,Read Only
15402,RN,Not Specified
15403,MS,Not Specified
15404,RO,Read Only
15405,RN,RN
15406,PCT,PCT/NA
15407,RN,RN
15408,MD,Not Specified
15409,RO,Read Only
15410,RO,Read Only
15411,RRT,Respiratory
15412,RN,RN
15413,Res,Resident/Fellow/PA/NP
15414,Rehab,Rehabilitation
15415,Res,Resident/Fellow/PA/NP
15416,Res,Resident/Fellow/PA/NP
15417,RN,Not Specified
15418,PCT,PCT/NA
15419,RPH,Not Specified
15420,MD,Attending
15421,Rehab,Rehabilitation
15422,SW,Social Worker
15423,UCO,UCO
15424,Res,Resident/Fellow/PA/NP
15425,RN,Not Specified
15426,Rehab,Rehabilitation
15427,Res,Resident/Fellow/PA/NP
15428,RN,RN
15429,CM,Case Manager
15430,UCO,UCO
15431,RN,RN
15432,Rehab,Rehabilitation
15433,PCT,PCT/NA
15434,Res,Resident/Fellow/PA/NP
15435,Res,Resident/Fellow/PA/NP
15436,Rehab,Rehabilitation
15437,MD,Attending
15438,RRT,Not Specified
15439,RRT,Not Specified
15440,rn,RN
15441,RN,Not Specified
15442,RN,Not Specified
15443,RN,RN
15444,MD,Not Specified
15445,MD,Not Specified
15446,RO,Read Only
15447,RN,RN
15448,SNP,Not Specified
15449,RN,Not Specified
15450,Stu,Not Specified
15451,RN,Not Specified
15452,PCT,PCT/NA
15453,RO,Read Only
15454,MD,Not Specified
15455,RN,Not Specified
15456,RN,Not Specified
15457,MD,Attending
15458,Res,Resident/Fellow/PA/NP
15459,PC,Pastoral Care
15460,MD,Attending
15461,Rehab,Rehabilitation
15462,RO,Read Only
15463,Res,Resident/Fellow/PA/NP
15464,CM,Case Manager
15465,Res,Resident/Fellow/PA/NP
15466,RD,Dietitian
15467,RO,Read Only
15468,Res,Resident/Fellow/PA/NP
15469,RN,Not Specified
15470,CM,Case Manager
15471,Res,Resident/Fellow/PA/NP
15472,Res,Resident/Fellow/PA/NP
15473,Res,Resident/Fellow/PA/NP
15474,MD,Not Specified
15475,MD,Not Specified
15476,RRT,Not Specified
15477,RN,Not Specified
15478,RO,Read Only
15479,MFD,Not Specified
15480,CoWork,Not Specified
15481,MD,Read Only
15482,MS,Not Specified
15483,Res,Resident/Fellow/PA/NP
15484,RN,Read Only
15485,Res,Resident/Fellow/PA/NP
15486,RTStu,Not Specified
15487,MDs,Resident/Fellow/PA/NP
15488,RO,Read Only
15489,MDs,Read Only
15490,RO,Read Only
15491,MD,Not Specified
15492,MD,Not Specified
15493,RO,Read Only
15494,RO,Read Only
15495,MD,Not Specified
15496,RO,Read Only
15497,MedStu,Not Specified
15498,RRT,Respiratory
15499,HMS MS,Resident/Fellow/PA/NP
15500,MD,Not Specified
15501,MDs,Read Only
15502,MD,Not Specified
15503,MD,Not Specified
15504,RPH,Pharmacist
15505,MD,Not Specified
15506,MD,Not Specified
15507,MDs,Resident/Fellow/PA/NP
15508,MD,Read Only
15509,MDs,Not Specified
15510,RO,Read Only
15511,MD,Attending
15512,MedStu,Resident/Fellow/PA/NP
15513,RO,Read Only
15514,MD,Not Specified
15515,RO,Read Only
15516,RO,Read Only
15517,RO,Read Only
15518,MD,Not Specified
15519,RO,Read Only
15520,MD,Not Specified
15521,RN,Not Specified
15522,RN,Not Specified
15523,RD,Dietitian
15524,DietIn,Not Specified
15525,RPh,Not Specified
15526,RN,RN
15527,RN,RN
15528,MS,Not Specified
15529,MD,Not Specified
15530,RN,Not Specified
15531,RO,Read Only
15532,RO,Read Only
15533,MDs,Not Specified
15534,MD,Not Specified
15535,MD,Not Specified
15536,Res,Resident/Fellow/PA/NP
15537,Co-wkr,Not Specified
15538,RO,Read Only
15539,MD,Read Only
15540,RD,Dietitian
15541,RO,Read Only
15542,NP,Not Specified
15543,UA,Not Specified
15544,RN,RN
15545,MD,Not Specified
15546,RO,Read Only
15547,MS,Not Specified
15548,MD,Not Specified
15549,RO,Read Only
15550,Res,Resident/Fellow/PA/NP
15551,RD,Dietitian
15552,RO,Read Only
15553,Res,Resident/Fellow/PA/NP
15554,RO,Read Only
15555,RPh,Not Specified
15556,Admin,Administrator
15557,MD,Not Specified
15558,MD,Not Specified
15559,RO,Read Only
15560,RN,Not Specified
15561,MD,Read Only
15562,RO,Read Only
15563,MD,Not Specified
15564,RN,RN
15565,RO,Read Only
15566,MSII,Not Specified
15567,MD,Not Specified
15568,MD,Not Specified
15569,MD,Not Specified
15570,MD,Not Specified
15571,MD,Attending
15572,MD,Not Specified
15573,MD,Not Specified
15574,MD,Read Only
15575,RO,Read Only
15576,MD,Attending
15577,MDs,Resident/Fellow/PA/NP
15578,MD,Not Specified
15579,MD,Read Only
15580,MD,Not Specified
15581,RO,Read Only
15582,SN,PCT/NA
15583,RO,Read Only
15584,MD,Not Specified
15585,RO,Read Only
15586,ISSC,Administrator
15587,MD,Not Specified
15588,MD,Resident/Fellow/PA/NP
15589,MD,Not Specified
15590,RO,Read Only
15591,DML,Resident/Fellow/PA/NP
15592,RO,Read Only
15593,RO,Read Only
15594,RO,Read Only
15595,RO,Read Only
15596,RO,Read Only
15597,RRT,Not Specified
15598,RO,Read Only
15599,MDs,Read Only
15600,RO,Read Only
15601,RN,Not Specified
15602,RO,Read Only
15603,RO,Read Only
15604,MD,Not Specified
15605,MD,Not Specified
15606,MD,Read Only
15607,MD,Not Specified
15608,MD,Not Specified
15609,MD,Not Specified
15610,RN,Not Specified
15611,MD,Not Specified
15612,RO,Read Only
15613,RO,Read Only
15614,RO,Read Only
15615,MD,Read Only
15616,RD Int,Not Specified
15617,RO,Read Only
15618,Res,Resident/Fellow/PA/NP
15619,Res,Resident/Fellow/PA/NP
15620,RO,Read Only
15621,RD,Dietitian
15622,Res,Resident/Fellow/PA/NP
15623,RN,RN
15624,RO,Read Only
15625,Not Specified,Not Specified
15626,RN,Resident/Fellow/PA/NP
15627,RN,RN
15628,RO,Read Only
15629,RO,Read Only
15630,RN,Not Specified
15631,MedStu,Not Specified
15632,Res,Resident/Fellow/PA/NP
15633,UCO,UCO
15634,RO,Read Only
15635,PC,Pastoral Care
15636,PC,Pastoral Care
15637,Res,Resident/Fellow/PA/NP
15638,MD,Not Specified
15639,RO,Read Only
15640,MD,Not Specified
15641,RN,Not Specified
15642,SW,Social Worker
15643,RD,Dietitian
15644,RN,Not Specified
15645,RN,Not Specified
15646,RN,Not Specified
15647,MD,Not Specified
15648,Res,Resident/Fellow/PA/NP
15649,Res,Resident/Fellow/PA/NP
15650,PT,Rehabilitation
15651,MDs,Resident/Fellow/PA/NP
15652,RN,Read Only
15653,RN,RN
15654,RN,RN
15655,RO,Read Only
15656,RNBA,Case Manager
15657,RN,RN
15658,RNC,Not Specified
15659,RN,RN
15660,MD,Not Specified
15661,RN,RN
15662,Coor,Not Specified
15663,RN,UCO
15664,RO,Read Only
15665,RO,Read Only
15666,RN,RN
15667,RN,RN
15668,Admin,Read Only
15669,RO,Read Only
15670,RN,Not Specified
15671,RN,Not Specified
15672,UCO/PC,Not Specified
15673,Cowork,PCT/NA
15674,RN,RN
15675,RO,Read Only
15676,MD,Not Specified
15677,RTStu,Not Specified
15678,RO,Read Only
15679,RN,Not Specified
15680,RN,RN
15681,MD,Not Specified
15682,MDs,Not Specified
15683,Rehab,Rehabilitation
15684,CoWker,Not Specified
15685,RO,Read Only
15686,CoWker,Not Specified
15687,MD,Not Specified
15688,Res,Resident/Fellow/PA/NP
15689,Res,Resident/Fellow/PA/NP
15690,RN,Not Specified
15691,Rehab,Rehabilitation
15692,Res,Resident/Fellow/PA/NP
15693,Rehab,Rehabilitation
15694,Rn,RN
15695,Rehab,Rehabilitation
15696,RN,RN
15697,MD,Not Specified
15698,MDs,Resident/Fellow/PA/NP
15699,Res,Resident/Fellow/PA/NP
15700,RO,Read Only
15701,RO,Read Only
15702,MD,Resident/Fellow/PA/NP
15703,RPh,Not Specified
15704,RN,Read Only
15705,RO,Read Only
15706,RO,Read Only
15707,RO,Read Only
15708,UCO,UCO
15709,RNs,RN
15710,RN,Read Only
15711,PCT,PCT/NA
15712,RN,Not Specified
15713,RRT,Read Only
15714,RO,Read Only
15715,MDs,Read Only
15716,MD,Not Specified
15717,RN,RN
15718,UCO,UCO
15719,MedSt,Not Specified
15720,RO,Read Only
15721,RPH,Not Specified
15722,MD,Read Only
15723,SRT,Not Specified
15724,MD,Not Specified
15725,PCT,PCT/NA
15726,St,Not Specified
15727,Res,Resident/Fellow/PA/NP
15728,PCT,PCT/NA
15729,CoWker,Not Specified
15730,Res,Resident/Fellow/PA/NP
15731,Rehab,Rehabilitation
15732,Res,Resident/Fellow/PA/NP
15733,MD,Attending
15734,Not Specified,Not Specified
15735,MD,Not Specified
15736,RPH,Pharmacist
15737,MD,Not Specified
15738,Res,Resident/Fellow/PA/NP
15739,MD,Attending
15740,Res,Resident/Fellow/PA/NP
15741,RN,RN
15742,RO,Read Only
15743,MD,Not Specified
15744,RT,Respiratory
15745,RPH,Pharmacist
15746,RN,RN
15747,MD,Not Specified
15748,RN,PCT/NA
15749,RO,Read Only
15750,MDs,Resident/Fellow/PA/NP
15751,MD,Attending
15752,RO,Read Only
15753,MD,Not Specified
15754,RO,Read Only
15755,RO,Read Only
15756,RO,Read Only
15757,St,Not Specified
15758,RO,Read Only
15759,MD,Not Specified
15760,MD,Not Specified
15761,RO,Read Only
15762,RN,Not Specified
15763,RO,Read Only
15764,RN,Not Specified
15765,RO,Read Only
15766,MDs,Resident/Fellow/PA/NP
15767,RN,RN
15768,RO,Read Only
15769,RPh,Pharmacist
15770,RO,Read Only
15771,RO,Read Only
15772,MD,Read Only
15773,Res,Resident/Fellow/PA/NP
15774,Res,Resident/Fellow/PA/NP
15775,MD,Not Specified
15776,Res,Resident/Fellow/PA/NP
15777,Res,Resident/Fellow/PA/NP
15778,MDS,Resident/Fellow/PA/NP
15779,MD,Not Specified
15780,RO,Read Only
15781,RO,Read Only
15782,studen,Not Specified
15783,SRT,Not Specified
15784,RRT,Read Only
15785,RO,Read Only
15786,Res,Resident/Fellow/PA/NP
15787,MD,Not Specified
15788,MD,Not Specified
15789,UCO,UCO
15790,MD,Attending
15791,Res,Resident/Fellow/PA/NP
15792,Rehab,Rehabilitation
15793,DRM,Not Specified
15794,MD,Not Specified
15795,RN,RN
15796,RRT,Not Specified
15797,MD,Not Specified
15798,ISOPS,Administrator
15799,RN,RN
15800,RO,Read Only
15801,RO,Read Only
15802,Res,Resident/Fellow/PA/NP
15803,RN,RN
15804,RO,Read Only
15805,RN,RN
15806,RO,Read Only
15807,RRT,Respiratory
15808,RN,Not Specified
15809,RN,Read Only
15810,RN,Not Specified
15811,RO,Read Only
15812,RN,Not Specified
15813,RO,Read Only
15814,RN,RN
15815,RN,RN
15816,RN,RN
15817,RO,Read Only
15818,LICSW,Not Specified
15819,RN,Read Only
15820,RO,Read Only
15821,RN,Not Specified
15822,RN,RN
15823,RN,Not Specified
15824,RN,Not Specified
15825,MD,Attending
15826,Rehab,Rehabilitation
15827,RN,RN
15828,Res,Resident/Fellow/PA/NP
15829,PCT,UCO
15830,RN,RN
15831,UCO,Not Specified
15832,RO,Read Only
15833,RN,RN
15834,RRT,Respiratory
15835,RPh,Not Specified
15836,RO,Read Only
15837,RO,Read Only
15838,RN,Not Specified
15839,RO,Read Only
15840,RO,Read Only
15841,RN,Not Specified
15842,Rehab,Rehabilitation
15843,RN,RN
15844,RO,Read Only
15845,MD,Attending
15846,RO,Read Only
15847,MD,PhD,Attending
15848,RO,Read Only
15849,MedStu,Resident/Fellow/PA/NP
15850,MD,Not Specified
15851,RO,Read Only
15852,MD,Attending
15853,Res,Resident/Fellow/PA/NP
15854,Res,Resident/Fellow/PA/NP
15855,PCT,PCT/NA
15856,dht,Read Only
15857,Res,Resident/Fellow/PA/NP
15858,RN,RN
15859,CM,Case Manager
15860,Rehab,Rehabilitation
15861,Res,Resident/Fellow/PA/NP
15862,Res,Resident/Fellow/PA/NP
15863,RO,Read Only
15864,Res,Resident/Fellow/PA/NP
15865,Res,Resident/Fellow/PA/NP
15866,PCT,PCT/NA
15867,Rehab,Rehabilitation
15868,Res,Resident/Fellow/PA/NP
15869,RO,Read Only
15870,Res,Resident/Fellow/PA/NP
15871,RPH,Pharmacist
15872,PC,Pastoral Care
15873,MD,Not Specified
15874,RO,Read Only
15875,Res,Resident/Fellow/PA/NP
15876,RT,Respiratory
15877,PC,Pastoral Care
15878,RN,RN
15879,RN,RN
15880,RD,Dietitian
15881,RO,Read Only
15882,RN,RN
15883,RO,Read Only
15884,PCT,PCT/NA
15885,Res,Resident/Fellow/PA/NP
15886,RO,Read Only
15887,RO,Read Only
15888,RO,Read Only
15889,Res,Resident/Fellow/PA/NP
15890,Res,Resident/Fellow/PA/NP
15891,Res,Resident/Fellow/PA/NP
15892,Res,Resident/Fellow/PA/NP
15893,RPH,Pharmacist
15894,RPh,Not Specified
15895,RO,Read Only
15896,Res,Resident/Fellow/PA/NP
15897,RN,RN
15898,MD,Not Specified
15899,MD,Not Specified
15900,RN,RN
15901,MD,Not Specified
15902,RO,Read Only
15903,RRT,Not Specified
